id,regionLevel,regionLevel1,regionLevel2,regionLevel3,regionType,locationName,altLocationName,latitude,longitude,fips
2946,3,US,Pennsylvania,Lackawanna,county,"Lackawanna, Pennsylvania, US",,-75.60379201,41.43564672,42069
2947,3,US,Missouri,Lincoln,county,"Lincoln, Missouri, US",,-90.95588181,39.05345619,29113
2948,3,US,Kansas,Nemaha,county,"Nemaha, Kansas, US",,-96.01392079,39.78345387,20131
2949,3,US,Minnesota,Morrison,county,"Morrison, Minnesota, US",,-94.27341528,46.01265363,27097
2950,3,US,Kansas,Harper,county,"Harper, Kansas, US",,-98.07578384,37.19175361,20077
2951,3,US,Indiana,Franklin,county,"Franklin, Indiana, US",,-85.06062647,39.4142482,18047
2952,3,US,Iowa,Jones,county,"Jones, Iowa, US",,-91.13139641,42.12118609,19105
2953,3,US,Oregon,Wasco,county,"Wasco, Oregon, US",,-121.1670954,45.16292781,41065
2954,3,US,Oklahoma,Harmon,county,"Harmon, Oklahoma, US",,-99.84741652,34.7440135,40057
2955,1,Equatorial Guinea,,,country,Equatorial Guinea,,10,1.5,
2956,3,US,North Carolina,Forsyth,county,"Forsyth, North Carolina, US",,-80.25459052,36.12859861,37067
2957,3,US,Texas,Hall,county,"Hall, Texas, US",,-100.6813852,34.5307555,48191
2958,3,US,Mississippi,Panola,county,"Panola, Mississippi, US",,-89.95064249,34.36398677,28107
2959,3,US,New Mexico,Bernalillo,county,"Bernalillo, New Mexico, US",,-106.6703554,35.05163625,35001
2960,3,US,South Dakota,Pennington,county,"Pennington, South Dakota, US",,-102.8240777,44.0025835,46103
2961,1,Netherlands,,,country,Netherlands,,5.2913,52.1326,
2962,3,US,Nebraska,Cass,county,"Cass, Nebraska, US",,-96.13971217,40.90899107,31025
2963,3,US,Virginia,Salem,county,"Salem, Virginia, US",,-80.06219455,37.2836193,51775
2964,3,US,Kentucky,Clinton,county,"Clinton, Kentucky, US",,-85.13377529,36.72581156,21053
2965,3,US,Georgia,Colquitt,county,"Colquitt, Georgia, US",,-83.7677946,31.18810588,13071
2966,3,US,Missouri,Newton,county,"Newton, Missouri, US",,-94.3394104,36.90519407,29145
2967,3,US,Arkansas,Monroe,county,"Monroe, Arkansas, US",,-91.20540287,34.6815935,5095
2968,3,US,Wisconsin,Florence,county,"Florence, Wisconsin, US",,-88.39804137,45.84963535,55037
2969,3,US,South Dakota,Sanborn,county,"Sanborn, South Dakota, US",,-98.0909816,44.02351092,46111
2970,3,US,Nebraska,Sarpy,county,"Sarpy, Nebraska, US",,-96.11156432,41.11314181,31153
2971,3,US,Nevada,Lincoln,county,"Lincoln, Nevada, US",,-114.8790388,37.64268459,32017
2972,3,US,Texas,Irion,county,"Irion, Texas, US",,-100.982439,31.30375559,48235
2973,3,US,Wisconsin,Sheboygan,county,"Sheboygan, Wisconsin, US",,-87.94579284,43.72099677,55117
2974,3,US,Texas,Fisher,county,"Fisher, Texas, US",,-100.4019302,32.74281316,48151
2975,3,US,Illinois,Edwards,county,"Edwards, Illinois, US",,-88.05720863,38.41353228,17047
2976,2,China,Beijing,,province,"Beijing, China",,116.4142,40.1824,
2977,3,US,Minnesota,Aitkin,county,"Aitkin, Minnesota, US",,-93.4116826,46.60962049,27001
2978,3,US,Montana,Dawson,county,"Dawson, Montana, US",,-104.8944417,47.26584855,30021
2979,3,US,Colorado,Pitkin,county,"Pitkin, Colorado, US",,-106.9310027,39.21720112,8097
2980,3,US,Kansas,Phillips,county,"Phillips, Kansas, US",,-99.34668865,39.78465501,20147
2981,3,US,North Carolina,Sampson,county,"Sampson, North Carolina, US",,-78.36914061,34.98820368,37163
2982,2,China,Yunnan,,province,"Yunnan, China",,101.487,24.974,
2983,3,US,Vermont,Windsor,county,"Windsor, Vermont, US",,-72.58595157,43.58010937,50027
2984,3,US,Illinois,Douglas,county,"Douglas, Illinois, US",,-88.21854195,39.76768052,17041
2985,3,US,Georgia,Habersham,county,"Habersham, Georgia, US",,-83.53094677,34.63331566,13137
2986,3,US,Arizona,Pima,county,"Pima, Arizona, US",,-111.7890033,32.0971334,4019
2987,3,US,Arkansas,Conway,county,"Conway, Arkansas, US",,-92.70506566,35.26205537,5029
2988,3,US,Georgia,Wilkinson,county,"Wilkinson, Georgia, US",,-83.17140684,32.80291082,13319
2989,2,Canada,New Brunswick,,province,"New Brunswick, Canada",,-66.4619,46.5653,
2990,3,US,Texas,Lavaca,county,"Lavaca, Texas, US",,-96.93186692,29.38508402,48285
2991,3,US,Arkansas,Montgomery,county,"Montgomery, Arkansas, US",,-93.65824478,34.53704874,5097
2992,3,US,Arkansas,Grant,county,"Grant, Arkansas, US",,-92.42320562,34.29017991,5053
2993,3,US,Missouri,McDonald,county,"McDonald, Missouri, US",,-94.34867205,36.62869595,29119
2994,3,US,Nebraska,Dakota,county,"Dakota, Nebraska, US",,-96.56656425,42.39040144,31043
2995,3,US,Idaho,Butte,county,"Butte, Idaho, US",,-113.1735463,43.72592209,16023
2996,3,US,Texas,Denton,county,"Denton, Texas, US",,-97.11691153,33.20521901,48121
2997,3,US,Iowa,Dubuque,county,"Dubuque, Iowa, US",,-90.88181925,42.46815349,19061
2998,3,US,Alabama,Hale,county,"Hale, Alabama, US",,-87.63284988,32.76039258,1065
2999,3,US,Iowa,Harrison,county,"Harrison, Iowa, US",,-95.81558439,41.68330137,19085
3000,3,US,Florida,Hendry,county,"Hendry, Florida, US",,-81.16469006,26.55386945,12051
3001,3,US,Oregon,Marion,county,"Marion, Oregon, US",,-122.5815117,44.90287942,41047
3002,3,US,Nebraska,Thurston,county,"Thurston, Nebraska, US",,-96.54157099,42.15725356,31173
3003,3,US,Missouri,Iron,county,"Iron, Missouri, US",,-90.7735296,37.55487945,29093
3004,3,US,Oregon,Harney,county,"Harney, Oregon, US",,-118.9666306,43.06422669,41025
3005,3,US,New York,Orange,county,"Orange, New York, US",,-74.30240757,41.40337468,36071
3006,2,Canada,Manitoba,,province,"Manitoba, Canada",,-98.8139,53.7609,
3007,3,US,Maryland,Baltimore,county,"Baltimore, Maryland, US",,-76.62911955,39.45784712,24005
3008,3,US,North Carolina,Davidson,county,"Davidson, North Carolina, US",,-80.21256572,35.79115496,37057
3009,3,US,South Carolina,Marlboro,county,"Marlboro, South Carolina, US",,-79.67561152,34.59905577,45069
3010,3,US,Georgia,Fannin,county,"Fannin, Georgia, US",,-84.316964,34.86430205,13111
3011,3,US,North Dakota,Wells,county,"Wells, North Dakota, US",,-99.65904998,47.58614526,38103
3012,3,US,Wisconsin,Door,county,"Door, Wisconsin, US",,-87.30002707,44.95856458,55029
3013,3,US,Texas,Hays,county,"Hays, Texas, US",,-98.02944344,30.05669873,48209
3014,3,US,California,San Bernardino,county,"San Bernardino, California, US",,-116.1774685,34.84060306,6071
3015,3,US,Georgia,Tattnall,county,"Tattnall, Georgia, US",,-82.05539188,32.04785085,13267
3016,3,US,Oregon,Hood River,county,"Hood River, Oregon, US",,-121.6552036,45.51872811,41027
3017,3,US,Texas,Colorado,county,"Colorado, Texas, US",,-96.5273805,29.622098,48089
3018,3,US,Arkansas,Calhoun,county,"Calhoun, Arkansas, US",,-92.49974403,33.55598792,5013
3019,3,US,Florida,Hamilton,county,"Hamilton, Florida, US",,-82.94998918,30.49673973,12047
3020,3,US,Tennessee,Bedford,county,"Bedford, Tennessee, US",,-86.45549096,35.51123746,47003
3021,3,US,Illinois,Gallatin,county,"Gallatin, Illinois, US",,-88.22953869,37.76430935,17059
3022,3,US,Texas,Calhoun,county,"Calhoun, Texas, US",,-96.61633945,28.47048236,48057
3023,3,US,North Carolina,Anson,county,"Anson, North Carolina, US",,-80.09953279,34.97403241,37007
3024,3,US,Mississippi,Neshoba,county,"Neshoba, Mississippi, US",,-89.11726492,32.75339664,28099
3025,3,US,Mississippi,Tate,county,"Tate, Mississippi, US",,-89.94485778,34.65133709,28137
3026,3,US,Kentucky,Lincoln,county,"Lincoln, Kentucky, US",,-84.6565327,37.45475628,21137
3027,3,US,New Jersey,Unassigned,county,"Unassigned, New Jersey, US",,0,0,
3028,3,US,Minnesota,Pennington,county,"Pennington, Minnesota, US",,-96.0370814,48.06642577,27113
3029,1,Gabon,,,country,Gabon,,11.6094,-0.8037,
3030,3,US,California,Imperial,county,"Imperial, California, US",,-115.3669042,33.0393082,6025
3031,3,US,Iowa,Webster,county,"Webster, Iowa, US",,-94.17987389,42.42853483,19187
3032,3,US,Maryland,Anne Arundel,county,"Anne Arundel, Maryland, US",,-76.60329337,39.00670238,24003
3033,3,US,Illinois,Jasper,county,"Jasper, Illinois, US",,-88.15437049,39.01054275,17079
3034,3,US,New York,Tioga,county,"Tioga, New York, US",,-76.30835812,42.16852837,36107
3035,3,US,Ohio,Gallia,county,"Gallia, Ohio, US",,-82.31647569,38.82708533,39053
3036,3,US,Mississippi,Jasper,county,"Jasper, Mississippi, US",,-89.11786866,32.01922104,28061
3037,3,US,Virginia,Radford,county,"Radford, Virginia, US",,-80.5602732,37.12222899,51750
3038,3,US,Alaska,Bethel,county,"Bethel, Alaska, US",,-159.8561831,60.90980451,2050
3039,3,US,Nebraska,Saunders,county,"Saunders, Nebraska, US",,-96.63773905,41.2278103,31155
3040,2,China,Henan,,province,"Henan, China",,113.614,33.882,
3041,3,US,New York,Essex,county,"Essex, New York, US",,-73.77297842,44.11630765,36031
3042,3,US,Virginia,Williamsburg,county,"Williamsburg, Virginia, US",,-76.70905141,37.28131268,51830
3043,3,US,Alabama,Lee,county,"Lee, Alabama, US",,-85.35132246,32.60154883,1081
3044,3,US,West Virginia,Monroe,county,"Monroe, West Virginia, US",,-80.54577965,37.56274716,54063
3045,3,US,Maryland,Worcester,county,"Worcester, Maryland, US",,-75.33200012,38.21274277,24047
3046,3,US,Iowa,Clarke,county,"Clarke, Iowa, US",,-93.78499767,41.02868181,19039
3047,3,US,Georgia,Early,county,"Early, Georgia, US",,-84.90255207,31.32155345,13099
3048,3,US,New York,Dutchess,county,"Dutchess, New York, US",,-73.74356679,41.7648606,36027
3049,3,US,Mississippi,Bolivar,county,"Bolivar, Mississippi, US",,-90.87372121,33.79696941,28011
3050,3,US,Colorado,Grand,county,"Grand, Colorado, US",,-106.1178042,40.10603347,8049
3051,3,US,North Carolina,Caswell,county,"Caswell, North Carolina, US",,-79.33353281,36.39312665,37033
3052,3,US,Virginia,Petersburg,county,"Petersburg, Virginia, US",,-77.39368102,37.20530399,51730
3053,3,US,Iowa,Cherokee,county,"Cherokee, Iowa, US",,-95.62389402,42.73538914,19035
3054,3,US,Georgia,Johnson,county,"Johnson, Georgia, US",,-82.66166794,32.70211082,13167
3055,3,US,Ohio,Henry,county,"Henry, Ohio, US",,-84.06830637,41.3339642,39069
3056,3,US,Virginia,Richmond,county,"Richmond, Virginia, US",,-76.72920628,37.937575,51159
3057,3,US,Tennessee,Cannon,county,"Cannon, Tennessee, US",,-86.05738983,35.80990797,47015
3058,3,US,Pennsylvania,Dauphin,county,"Dauphin, Pennsylvania, US",,-76.77993242,40.41377078,42043
3059,3,US,Florida,Collier,county,"Collier, Florida, US",,-81.34687065,26.11091986,12021
3060,3,US,Utah,Carbon,county,"Carbon, Utah, US",,-110.5872512,39.64834818,49007
3061,3,US,Georgia,Irwin,county,"Irwin, Georgia, US",,-83.27501387,31.60213036,13155
3062,3,US,Kansas,Butler,county,"Butler, Kansas, US",,-96.83878537,37.78134351,20015
3063,3,US,Tennessee,Overton,county,"Overton, Tennessee, US",,-85.28989535,36.34117832,47133
3064,3,US,Missouri,Macon,county,"Macon, Missouri, US",,-92.56453089,39.83049768,29121
3065,1,Japan,,,country,Japan,,138,36,
3066,3,US,Alaska,Fairbanks North Star,county,"Fairbanks North Star, Alaska, US",,-146.5692662,64.80726247,2090
3067,3,US,Oregon,Linn,county,"Linn, Oregon, US",,-122.5373154,44.48899494,41043
3068,3,US,Iowa,Guthrie,county,"Guthrie, Iowa, US",,-94.50111014,41.68378965,19077
3069,3,US,Minnesota,Nicollet,county,"Nicollet, Minnesota, US",,-94.24710352,44.35291112,27103
3070,3,US,Illinois,Ogle,county,"Ogle, Illinois, US",,-89.32184679,42.04165196,17141
3071,3,US,Tennessee,Maury,county,"Maury, Tennessee, US",,-87.07462444,35.6187413,47119
3072,3,US,Tennessee,Hardeman,county,"Hardeman, Tennessee, US",,-88.99161161,35.20772017,47069
3073,3,US,New York,Richmond,county,"Richmond, New York, US",,-74.14808598,40.58582155,36085
3074,3,US,Oklahoma,Okfuskee,county,"Okfuskee, Oklahoma, US",,-96.32639984,35.46485198,40107
3075,3,US,Wyoming,Campbell,county,"Campbell, Wyoming, US",,-105.5474404,44.24886082,56005
3076,3,US,Georgia,Jeff Davis,county,"Jeff Davis, Georgia, US",,-82.6372487,31.80405727,13161
3077,3,US,Texas,McMullen,county,"McMullen, Texas, US",,-98.56769164,28.35251708,48311
3078,3,US,Ohio,Jefferson,county,"Jefferson, Ohio, US",,-80.76259514,40.38614126,39081
3079,3,US,Ohio,Morgan,county,"Morgan, Ohio, US",,-81.85308173,39.62081738,39115
3080,3,US,Ohio,Mahoning,county,"Mahoning, Ohio, US",,-80.77287029,41.01631101,39099
3081,3,US,Kansas,Greeley,county,"Greeley, Kansas, US",,-101.8061079,38.4808095,20071
3082,3,US,Texas,Hill,county,"Hill, Texas, US",,-97.13423143,31.99045053,48217
3083,3,US,Texas,Crockett,county,"Crockett, Texas, US",,-101.4134238,30.72367027,48105
3084,3,US,Nebraska,Nemaha,county,"Nemaha, Nebraska, US",,-95.85433992,40.38514847,31127
3085,3,US,Georgia,Seminole,county,"Seminole, Georgia, US",,-84.86823924,30.93464824,13253
3086,3,US,Mississippi,Leake,county,"Leake, Mississippi, US",,-89.52402044,32.7536828,28079
3087,3,US,Virginia,Suffolk,county,"Suffolk, Virginia, US",,-76.63603554,36.70155394,51800
3088,3,US,Wyoming,Hot Springs,county,"Hot Springs, Wyoming, US",,-108.4423174,43.71930657,56017
3089,3,US,Arkansas,Garland,county,"Garland, Arkansas, US",,-93.14921604,34.57692074,5051
3090,3,US,Arkansas,Union,county,"Union, Arkansas, US",,-92.59746952,33.16887091,5139
3091,3,US,Massachusetts,Plymouth,county,"Plymouth, Massachusetts, US",,-70.80802823,41.94070556,25023
3092,1,Syria,,,country,Syria,,38.996815,34.802075,
3093,3,US,Illinois,Greene,county,"Greene, Illinois, US",,-90.388865,39.35907414,17061
3094,3,US,Mississippi,Greene,county,"Greene, Mississippi, US",,-88.63922281,31.21444233,28041
3095,3,US,Idaho,Jerome,county,"Jerome, Idaho, US",,-114.2655033,42.68891267,16053
3096,3,US,Mississippi,Attala,county,"Attala, Mississippi, US",,-89.57838564,33.08658803,28007
3097,3,US,Missouri,Worth,county,"Worth, Missouri, US",,-94.42328751,40.47945588,29227
3098,3,US,Tennessee,Blount,county,"Blount, Tennessee, US",,-83.92847788,35.68938198,47009
3099,3,US,Wisconsin,Lafayette,county,"Lafayette, Wisconsin, US",,-90.1317729,42.66005229,55065
3100,1,Kazakhstan,,,country,Kazakhstan,,66.9237,48.0196,
3101,3,US,Texas,Crosby,county,"Crosby, Texas, US",,-101.3000364,33.61431553,48107
3102,3,US,Kansas,Rush,county,"Rush, Kansas, US",,-99.30863983,38.52275276,20165
3103,3,US,Kansas,Hamilton,county,"Hamilton, Kansas, US",,-101.7921066,37.99978709,20075
3104,3,US,New Mexico,Roosevelt,county,"Roosevelt, New Mexico, US",,-103.4799493,34.02097406,35041
3105,3,US,Missouri,Johnson,county,"Johnson, Missouri, US",,-93.80691168,38.74719601,29101
3106,3,US,Colorado,Crowley,county,"Crowley, Colorado, US",,-103.7844965,38.32608609,8025
3107,3,US,Florida,DeSoto,county,"DeSoto, Florida, US",,-81.80941373,27.18677893,12027
3108,3,US,Illinois,Clark,county,"Clark, Illinois, US",,-87.78705622,39.33425789,17023
3109,3,US,Virginia,Goochland,county,"Goochland, Virginia, US",,-77.90381514,37.71714806,51075
3110,3,US,Alabama,Madison,county,"Madison, Alabama, US",,-86.55069633,34.76327133,1089
3111,3,US,North Carolina,Perquimans,county,"Perquimans, North Carolina, US",,-76.40603143,36.17847453,37143
3112,3,US,Florida,Lee,county,"Lee, Florida, US",,-81.88399313,26.58410348,12071
3113,3,US,New Mexico,Luna,county,"Luna, New Mexico, US",,-107.7508826,32.18179341,35029
3114,3,US,Arizona,Unassigned,county,"Unassigned, Arizona, US",,,,
3115,3,US,South Dakota,Buffalo,county,"Buffalo, South Dakota, US",,-99.20814467,44.07657829,46017
3116,3,US,Illinois,Fayette,county,"Fayette, Illinois, US",,-89.02452658,39.00072038,17051
3117,3,US,Tennessee,Hancock,county,"Hancock, Tennessee, US",,-83.22375847,36.52692871,47067
3118,3,US,Mississippi,Jefferson,county,"Jefferson, Mississippi, US",,-91.03764977,31.73397872,28063
3119,3,US,Nebraska,Lincoln,county,"Lincoln, Nebraska, US",,-100.7475374,41.04658298,31111
3120,3,US,Washington,Asotin,county,"Asotin, Washington, US",,-117.2022851,46.18894415,53003
3121,3,US,Nevada,Washoe,county,"Washoe, Nevada, US",,-119.6631594,40.66562265,32031
3122,3,US,Arkansas,Faulkner,county,"Faulkner, Arkansas, US",,-92.33717519,35.14719007,5045
3123,3,US,West Virginia,Tyler,county,"Tyler, West Virginia, US",,-80.88772676,39.46811972,54095
3124,3,US,North Carolina,Chowan,county,"Chowan, North Carolina, US",,-76.60118385,36.12908077,37041
3125,3,US,Pennsylvania,Montgomery,county,"Montgomery, Pennsylvania, US",,-75.36652296,40.21053671,42091
3126,3,US,Arkansas,Craighead,county,"Craighead, Arkansas, US",,-90.63235729,35.83018283,5031
3127,3,US,New York,Fulton,county,"Fulton, New York, US",,-74.41798804,43.11363907,36035
3128,3,US,Virginia,Colonial Heights,county,"Colonial Heights, Virginia, US",,-77.39609676,37.26420587,51570
3129,3,US,Nebraska,Cherry,county,"Cherry, Nebraska, US",,-101.1244332,42.54502621,31031
3130,3,US,Virginia,Sussex,county,"Sussex, Virginia, US",,-77.25791182,36.92432914,51183
3131,3,US,Maine,Kennebec,county,"Kennebec, Maine, US",,-69.76738544,44.40759555,23011
3132,3,US,Iowa,Humboldt,county,"Humboldt, Iowa, US",,-94.20722537,42.7764426,19091
3133,3,US,Illinois,Iroquois,county,"Iroquois, Illinois, US",,-87.82466784,40.74717633,17075
3134,3,US,Oregon,Benton,county,"Benton, Oregon, US",,-123.4316987,44.49167306,41003
3135,3,US,North Carolina,Edgecombe,county,"Edgecombe, North Carolina, US",,-77.59436892,35.91230639,37065
3136,1,Antigua and Barbuda,,,country,Antigua and Barbuda,,-61.7964,17.0608,
3137,3,US,Indiana,Fulton,county,"Fulton, Indiana, US",,-86.26252745,41.0469907,18049
3138,3,US,Washington,Spokane,county,"Spokane, Washington, US",,-117.4046494,47.62113146,53063
3139,3,US,Virginia,Wythe,county,"Wythe, Virginia, US",,-81.07834059,36.91582035,51197
3140,3,US,Ohio,Lorain,county,"Lorain, Ohio, US",,-82.15083537,41.29553751,39093
3141,3,US,Illinois,Montgomery,county,"Montgomery, Illinois, US",,-89.47809254,39.23198845,17135
3142,3,US,Georgia,Elbert,county,"Elbert, Georgia, US",,-82.83936148,34.11302332,13105
3143,3,US,Texas,Jim Wells,county,"Jim Wells, Texas, US",,-98.0904705,27.73103938,48249
3144,3,US,North Dakota,Walsh,county,"Walsh, North Dakota, US",,-97.72574783,48.36876964,38099
3145,3,US,Virginia,Danville,county,"Danville, Virginia, US",,-79.40395668,36.58022376,51590
3146,3,US,Mississippi,Prentiss,county,"Prentiss, Mississippi, US",,-88.51986294,34.61810501,28117
3147,3,US,Maine,Oxford,county,"Oxford, Maine, US",,-70.75682123,44.49952995,23017
3148,3,US,Louisiana,Evangeline,county,"Evangeline, Louisiana, US",,-92.39915924,30.72985248,22039
3149,3,US,Texas,Rains,county,"Rains, Texas, US",,-95.79232691,32.87109387,48379
3150,3,US,Iowa,Bremer,county,"Bremer, Iowa, US",,-92.31795937,42.77461496,19017
3151,3,US,Arkansas,Scott,county,"Scott, Arkansas, US",,-94.0632176,34.85588887,5127
3152,3,US,Alabama,Macon,county,"Macon, Alabama, US",,-85.69267724,32.38759944,1087
3153,3,US,Maine,Unassigned,county,"Unassigned, Maine, US",,0,0,
3154,3,US,Arkansas,Polk,county,"Polk, Arkansas, US",,-94.22728802,34.48254879,5113
3155,3,US,Georgia,Calhoun,county,"Calhoun, Georgia, US",,-84.62725131,31.53169785,13037
3156,3,US,Iowa,Johnson,county,"Johnson, Iowa, US",,-91.58754744,41.67169354,19103
3157,3,US,North Carolina,Wake,county,"Wake, North Carolina, US",,-78.65249174,35.78879266,37183
3158,3,US,Texas,Hudspeth,county,"Hudspeth, Texas, US",,-105.388178,31.45628381,48229
3159,3,US,Georgia,Bryan,county,"Bryan, Georgia, US",,-81.44002948,32.00979311,13029
3160,3,US,Mississippi,Hancock,county,"Hancock, Mississippi, US",,-89.48851033,30.41830223,28045
3161,3,US,Kansas,Linn,county,"Linn, Kansas, US",,-94.84254089,38.21267844,20107
3162,3,US,Kentucky,Mason,county,"Mason, Kentucky, US",,-83.82151043,38.59471935,21161
3163,3,US,Alaska,Lake and Peninsula,county,"Lake and Peninsula, Alaska, US",,-156.2140589,58.62403337,2164
3164,3,US,North Carolina,Mitchell,county,"Mitchell, North Carolina, US",,-82.1582442,36.01059309,37121
3165,3,US,Illinois,Winnebago,county,"Winnebago, Illinois, US",,-89.16085327,42.33641854,17201
3166,3,US,North Dakota,Mountrail,county,"Mountrail, North Dakota, US",,-102.3555315,48.20197971,38061
3167,3,US,Missouri,Howard,county,"Howard, Missouri, US",,-92.69756691,39.1435761,29089
3168,3,US,Louisiana,Caldwell,county,"Caldwell, Louisiana, US",,-92.11752148,32.0902519,22021
3169,3,US,Iowa,Delaware,county,"Delaware, Iowa, US",,-91.3664492,42.47104597,19055
3170,3,US,Ohio,Adams,county,"Adams, Ohio, US",,-83.4718964,38.84541072,39001
3171,3,US,Pennsylvania,Tioga,county,"Tioga, Pennsylvania, US",,-77.25433032,41.77255149,42117
3172,1,Suriname,,,country,Suriname,,-56.0278,3.9193,
3173,3,US,Michigan,Sanilac,county,"Sanilac, Michigan, US",,-82.82055898,43.42406072,26151
3174,3,US,Michigan,Kalkaska,county,"Kalkaska, Michigan, US",,-85.09085699,44.68512729,26079
3175,3,US,New Mexico,McKinley,county,"McKinley, New Mexico, US",,-108.262245,35.5800772,35031
3176,3,US,Georgia,Washington,county,"Washington, Georgia, US",,-82.79357039,32.96711864,13303
3177,3,US,Georgia,Mitchell,county,"Mitchell, Georgia, US",,-84.19381821,31.22483255,13205
3178,3,US,Connecticut,Litchfield,county,"Litchfield, Connecticut, US",,-73.2451475,41.7937534,9005
3179,3,US,Kansas,Osage,county,"Osage, Kansas, US",,-95.72707998,38.65235984,20139
3180,3,US,Indiana,Warrick,county,"Warrick, Indiana, US",,-87.2716085,38.08922676,18173
3181,3,US,Iowa,Allamakee,county,"Allamakee, Iowa, US",,-91.37860922,43.28383218,19005
3182,3,US,Arkansas,Logan,county,"Logan, Arkansas, US",,-93.71951016,35.21413234,5083
3183,3,US,Colorado,Jackson,county,"Jackson, Colorado, US",,-106.3408905,40.6659387,8057
3184,3,US,Virginia,Fairfax,county,"Fairfax, Virginia, US",,-77.27565836,38.83677558,51059
3185,3,US,Arkansas,Pope,county,"Pope, Arkansas, US",,-93.03212219,35.44871474,5115
3186,3,US,New York,Wayne,county,"Wayne, New York, US",,-77.02976528,43.15494365,36117
3187,3,US,Tennessee,Humphreys,county,"Humphreys, Tennessee, US",,-87.77992872,36.03958805,47085
3188,3,US,Kansas,Anderson,county,"Anderson, Kansas, US",,-95.29272815,38.21413251,20003
3189,3,US,Kentucky,Rockcastle,county,"Rockcastle, Kentucky, US",,-84.31176452,37.36642393,21203
3190,3,US,Illinois,Clay,county,"Clay, Illinois, US",,-88.48914513,38.75388572,17025
3191,3,US,Colorado,Kiowa,county,"Kiowa, Colorado, US",,-102.7392145,38.43260896,8061
3192,3,US,Nebraska,Rock,county,"Rock, Nebraska, US",,-99.44832069,42.42252217,31149
3193,3,US,Montana,Big Horn,county,"Big Horn, Montana, US",,-107.492347,45.42335905,30003
3194,3,US,Kentucky,Leslie,county,"Leslie, Kentucky, US",,-83.37999606,37.09246661,21131
3195,3,US,Minnesota,Freeborn,county,"Freeborn, Minnesota, US",,-93.34884422,43.67385583,27047
3196,3,US,Pennsylvania,Blair,county,"Blair, Pennsylvania, US",,-78.34917412,40.47961444,42013
3197,3,US,Oklahoma,Kay,county,"Kay, Oklahoma, US",,-97.14421435,36.81799745,40071
3198,3,US,Michigan,Unassigned,county,"Unassigned, Michigan, US",,,,
3199,3,US,South Dakota,Jackson,county,"Jackson, South Dakota, US",,-101.6255063,43.69318385,46071
3200,3,US,Michigan,Oakland,county,"Oakland, Michigan, US",,-83.38595416,42.66090111,26125
3201,3,US,Kansas,Rice,county,"Rice, Kansas, US",,-98.19992118,38.34616184,20159
3202,3,US,Oklahoma,Hughes,county,"Hughes, Oklahoma, US",,-96.24921145,35.04912569,40063
3203,3,US,Colorado,Gilpin,county,"Gilpin, Colorado, US",,-105.5252597,39.85646523,8047
3204,3,US,North Carolina,Montgomery,county,"Montgomery, North Carolina, US",,-79.90416657,35.33155144,37123
3205,3,US,Texas,Burnet,county,"Burnet, Texas, US",,-98.181887,30.78801353,48053
3206,3,US,Massachusetts,Berkshire,county,"Berkshire, Massachusetts, US",,-73.20524838,42.37428441,25003
3207,3,US,Iowa,Jasper,county,"Jasper, Iowa, US",,-93.05567785,41.68576082,19099
3208,2,France,French Polynesia,,province,"French Polynesia, France",,149.4068,-17.6797,
3209,3,US,Indiana,Martin,county,"Martin, Indiana, US",,-86.80373186,38.7099921,18101
3210,3,US,Georgia,White,county,"White, Georgia, US",,-83.74905525,34.64624278,13311
3211,3,US,Mississippi,Pike,county,"Pike, Mississippi, US",,-90.40392572,31.17507789,28113
3212,3,US,Georgia,Newton,county,"Newton, Georgia, US",,-83.8454714,33.55514538,13217
3213,1,Laos,,,country,Laos,,102.495496,19.85627,
3214,3,US,Oklahoma,Major,county,"Major, Oklahoma, US",,-98.53467076,36.31149996,40093
3215,3,US,Florida,Alachua,county,"Alachua, Florida, US",,-82.35928158,29.67866525,12001
3216,3,US,Indiana,Spencer,county,"Spencer, Indiana, US",,-87.0079644,38.01519732,18147
3217,3,US,Virginia,Nottoway,county,"Nottoway, Virginia, US",,-78.05065922,37.1435975,51135
3218,3,US,New Jersey,Hudson,county,"Hudson, New Jersey, US",,-74.07515667,40.73766234,34017
3219,3,US,Idaho,Lincoln,county,"Lincoln, Idaho, US",,-114.1358773,43.0012336,16063
3220,3,US,Texas,Chambers,county,"Chambers, Texas, US",,-94.67154501,29.70972016,48071
3221,3,US,Alabama,Marion,county,"Marion, Alabama, US",,-87.88704173,34.13697363,1093
3222,3,US,Georgia,Effingham,county,"Effingham, Georgia, US",,-81.34280942,32.36616021,13103
3223,3,US,Indiana,Orange,county,"Orange, Indiana, US",,-86.49523093,38.5411892,18117
3224,3,US,Arkansas,Unassigned,county,"Unassigned, Arkansas, US",,0,0,
3225,3,US,California,Fresno,county,"Fresno, California, US",,-119.6466953,36.75733899,6019
3226,3,US,Texas,Hood,county,"Hood, Texas, US",,-97.83242024,32.42990927,48221
3227,3,US,South Dakota,Codington,county,"Codington, South Dakota, US",,-97.18827677,44.97788119,46029
3228,3,US,Texas,Haskell,county,"Haskell, Texas, US",,-99.73037358,33.17823584,48207
3229,3,US,Tennessee,Unicoi,county,"Unicoi, Tennessee, US",,-82.43709629,36.10890856,47171
3230,3,US,Michigan,Chippewa,county,"Chippewa, Michigan, US",,-84.54353449,46.29552653,26033
3231,3,US,Utah,Millard,county,"Millard, Utah, US",,-113.1020328,39.0729209,49027
