id,regionLevel,regionLevel1,regionLevel2,regionLevel3,regionType,locationName,altLocationName,latitude,longitude,fips
633,3,US,Minnesota,St. Louis,county,"St. Louis, Minnesota, US",,-92.46879855,47.6048407,27137
634,3,US,Massachusetts,Unassigned,county,"Unassigned, Massachusetts, US",,0,0,
635,3,US,Maine,Washington,county,"Washington, Maine, US",,-67.62813524,45.01607142,23029
636,3,US,Kansas,Bourbon,county,"Bourbon, Kansas, US",,-94.84865997,37.85508555,20011
637,3,US,Michigan,Isabella,county,"Isabella, Michigan, US",,-84.84664923,43.64060976,26073
638,3,US,Illinois,Kane,county,"Kane, Illinois, US",,-88.42861412,41.93842729,17089
639,3,US,Illinois,Adams,county,"Adams, Illinois, US",,-91.18786813,39.98815591,17001
640,3,US,Texas,Cottle,county,"Cottle, Texas, US",,-100.2785062,34.07783319,48101
641,3,US,South Carolina,Charleston,county,"Charleston, South Carolina, US",,-79.96512315,32.82487866,45019
642,3,US,Oklahoma,Texas,county,"Texas, Oklahoma, US",,-101.4889765,36.74777635,40139
643,3,US,Georgia,Talbot,county,"Talbot, Georgia, US",,-84.53351366,32.69642758,13263
644,1,Haiti,,,country,Haiti,,-72.2852,18.9712,
645,3,US,Illinois,Henry,county,"Henry, Illinois, US",,-90.13296166,41.3533994,17073
646,3,US,Indiana,Clay,county,"Clay, Indiana, US",,-87.11723506,39.39561833,18021
647,3,US,Alabama,Coffee,county,"Coffee, Alabama, US",,-85.98901039,31.39932826,1031
648,3,US,Georgia,Lumpkin,county,"Lumpkin, Georgia, US",,-84.00425681,34.57286511,13187
649,3,US,New Jersey,Bergen,county,"Bergen, New Jersey, US",,-74.07164325,40.96010917,34003
650,3,US,Indiana,Lawrence,county,"Lawrence, Indiana, US",,-86.48361629,38.84112637,18093
651,3,US,Kansas,Johnson,county,"Johnson, Kansas, US",,-94.82250877,38.88548175,20091
652,2,China,Jiangxi,,province,"Jiangxi, China",,115.7221,27.614,
653,3,US,Idaho,Gem,county,"Gem, Idaho, US",,-116.398376,44.06482372,16045
654,3,US,New Jersey,Camden,county,"Camden, New Jersey, US",,-74.96388753,39.80343818,34007
655,3,US,Minnesota,McLeod,county,"McLeod, Minnesota, US",,-94.27287017,44.82367677,27085
656,3,US,Pennsylvania,Berks,county,"Berks, Pennsylvania, US",,-75.92457766,40.41570541,42011
657,3,US,Indiana,Jefferson,county,"Jefferson, Indiana, US",,-85.43633383,38.78576239,18077
658,3,US,Georgia,Chattahoochee,county,"Chattahoochee, Georgia, US",,-84.78809239,32.34341231,13053
659,3,US,South Dakota,Lawrence,county,"Lawrence, South Dakota, US",,-103.7929428,44.35919441,46081
660,3,US,Georgia,McDuffie,county,"McDuffie, Georgia, US",,-82.48252774,33.47851918,13189
661,3,US,Minnesota,Cottonwood,county,"Cottonwood, Minnesota, US",,-95.18138802,44.00715262,27033
662,1,Burundi,,,country,Burundi,,29.9189,-3.3731,
663,3,US,Mississippi,Jackson,county,"Jackson, Mississippi, US",,-88.64184064,30.54020656,28059
664,3,US,Missouri,Shelby,county,"Shelby, Missouri, US",,-92.07634971,39.79742518,29205
665,3,US,Tennessee,Marshall,county,"Marshall, Tennessee, US",,-86.76420988,35.45798777,47117
666,3,US,Missouri,St. Louis City,county,"St. Louis City, Missouri, US",,-90.24349225,38.63555736,29510
667,3,US,Ohio,Harrison,county,"Harrison, Ohio, US",,-81.09068544,40.29380509,39067
668,3,US,Indiana,Switzerland,county,"Switzerland, Indiana, US",,-85.03022429,38.82767338,18155
669,3,US,Georgia,Cobb,county,"Cobb, Georgia, US",,-84.5761255,33.94243204,13067
670,3,US,Pennsylvania,Huntingdon,county,"Huntingdon, Pennsylvania, US",,-77.97673273,40.42162652,42061
671,3,US,Nevada,Douglas,county,"Douglas, Nevada, US",,-119.6171333,38.912862,32005
672,3,US,Kentucky,Graves,county,"Graves, Kentucky, US",,-88.65143315,36.72292505,21083
673,1,Eswatini,,,country,Eswatini,,31.4659,-26.5225,
674,3,US,Ohio,Darke,county,"Darke, Ohio, US",,-84.6194517,40.13412966,39037
675,3,US,Illinois,Bond,county,"Bond, Illinois, US",,-89.43534887,38.88829622,17005
676,3,US,Louisiana,Pointe Coupee,county,"Pointe Coupee, Louisiana, US",,-91.60209535,30.71409502,22077
677,3,US,Kansas,Neosho,county,"Neosho, Kansas, US",,-95.30670046,37.55862897,20133
678,3,US,Georgia,Lincoln,county,"Lincoln, Georgia, US",,-82.45024131,33.79201475,13181
679,3,US,Mississippi,Adams,county,"Adams, Mississippi, US",,-91.35326037,31.47669768,28001
680,3,US,Missouri,Dunklin,county,"Dunklin, Missouri, US",,-90.09122243,36.27167174,29069
681,3,US,Ohio,Columbiana,county,"Columbiana, Ohio, US",,-80.78094576,40.76932373,39029
682,3,US,Tennessee,Davidson,county,"Davidson, Tennessee, US",,-86.78646056,36.17007426,47037
683,1,Morocco,,,country,Morocco,,-7.0926,31.7917,
684,3,US,Virginia,Prince George,county,"Prince George, Virginia, US",,-77.22922187,37.18497668,51149
685,3,US,Indiana,Vigo,county,"Vigo, Indiana, US",,-87.39169027,39.42944561,18167
686,3,US,Ohio,Union,county,"Union, Ohio, US",,-83.37239023,40.30016061,39159
687,3,US,Washington,Unassigned,county,"Unassigned, Washington, US",,0,0,
688,3,US,Florida,Liberty,county,"Liberty, Florida, US",,-84.8829258,30.23766008,12077
689,3,US,North Dakota,Sioux,county,"Sioux, North Dakota, US",,-101.0440149,46.11323337,38085
690,3,US,Tennessee,Fentress,county,"Fentress, Tennessee, US",,-84.92870012,36.38128818,47049
691,1,Egypt,,,country,Egypt,,30,26,
692,3,US,Colorado,Routt,county,"Routt, Colorado, US",,-106.9905548,40.48596505,8107
693,3,US,Massachusetts,Hampden,county,"Hampden, Massachusetts, US",,-72.63235561,42.13440424,25013
694,3,US,Virginia,Page,county,"Page, Virginia, US",,-78.48797204,38.61807452,51139
695,3,US,Louisiana,Plaquemines,county,"Plaquemines, Louisiana, US",,-89.60322085,29.42245447,22075
696,3,US,North Dakota,Barnes,county,"Barnes, North Dakota, US",,-98.06605978,46.93579637,38003
697,3,US,California,Colusa,county,"Colusa, California, US",,-122.2331726,39.17881957,6011
698,3,US,Kentucky,Owsley,county,"Owsley, Kentucky, US",,-83.68811419,37.42823949,21189
699,3,US,Ohio,Guernsey,county,"Guernsey, Ohio, US",,-81.49248905,40.05026529,39059
700,3,US,Wisconsin,Buffalo,county,"Buffalo, Wisconsin, US",,-91.75332578,44.37835084,55011
701,3,US,Montana,Madison,county,"Madison, Montana, US",,-111.9173017,45.30080065,30057
702,1,Panama,,,country,Panama,,-80.7821,8.538,
703,3,US,Tennessee,Marion,county,"Marion, Tennessee, US",,-85.62265895,35.12997174,47115
704,3,US,Illinois,Monroe,county,"Monroe, Illinois, US",,-90.17761038,38.27594376,17133
705,3,US,Idaho,Lewis,county,"Lewis, Idaho, US",,-116.434146,46.23315327,16061
706,3,US,South Dakota,Beadle,county,"Beadle, South Dakota, US",,-98.27858469,44.41464384,46005
707,3,US,Connecticut,Windham,county,"Windham, Connecticut, US",,-71.98182316,41.82972709,9015
708,3,US,California,Glenn,county,"Glenn, California, US",,-122.3938452,39.59875897,6021
709,3,US,Oklahoma,Pawnee,county,"Pawnee, Oklahoma, US",,-96.7033176,36.31743373,40117
710,3,US,Minnesota,Polk,county,"Polk, Minnesota, US",,-96.40134647,47.77372465,27119
711,3,US,North Carolina,Surry,county,"Surry, North Carolina, US",,-80.69102283,36.41689489,37171
712,3,US,Nebraska,Gosper,county,"Gosper, Nebraska, US",,-99.83020279,40.51481965,31073
713,2,Canada,British Columbia,,province,"British Columbia, Canada",,-123.1207,49.2827,
714,3,US,Texas,Rusk,county,"Rusk, Texas, US",,-94.76176432,32.10773545,48401
715,3,US,West Virginia,Nicholas,county,"Nicholas, West Virginia, US",,-80.79759588,38.29617706,54067
716,3,US,Missouri,DeKalb,county,"DeKalb, Missouri, US",,-94.40476508,39.89201062,29063
717,3,US,Ohio,Preble,county,"Preble, Ohio, US",,-84.64787018,39.7420247,39135
718,3,US,Arkansas,Bradley,county,"Bradley, Arkansas, US",,-92.15980837,33.46755808,5011
719,3,US,Mississippi,Union,county,"Union, Mississippi, US",,-89.00776006,34.49162015,28145
720,3,US,Texas,Culberson,county,"Culberson, Texas, US",,-104.5185739,31.44506775,48109
721,3,US,New York,Chemung,county,"Chemung, New York, US",,-76.7638805,42.13891056,36015
722,3,US,Colorado,Costilla,county,"Costilla, Colorado, US",,-105.4276548,37.27732493,8023
723,1,Latvia,,,country,Latvia,,24.6032,56.8796,
724,2,China,Shanghai,,province,"Shanghai, China",,121.4491,31.202,
725,3,US,California,Monterey,county,"Monterey, California, US",,-121.2413397,36.21862405,6053
726,3,US,Virginia,Fluvanna,county,"Fluvanna, Virginia, US",,-78.27715475,37.84157909,51065
727,3,US,Mississippi,Quitman,county,"Quitman, Mississippi, US",,-90.28908,34.25157572,28119
728,3,US,Alaska,Anchorage,county,"Anchorage, Alaska, US",,-149.1426986,61.14998174,2020
729,3,US,Michigan,Manistee,county,"Manistee, Michigan, US",,-86.05626916,44.33352407,26101
730,3,US,Minnesota,Traverse,county,"Traverse, Minnesota, US",,-96.47062949,45.77298854,27155
731,3,US,Georgia,Barrow,county,"Barrow, Georgia, US",,-83.71436292,33.99148694,13013
732,3,US,Iowa,Winnebago,county,"Winnebago, Iowa, US",,-93.73407298,43.37751174,19189
733,3,US,California,Del Norte,county,"Del Norte, California, US",,-123.8974063,41.74228275,6015
734,1,Russia,,,country,Russia,,90,60,
735,3,US,Arkansas,Benton,county,"Benton, Arkansas, US",,-94.25680817,36.33644656,5007
736,3,US,Texas,Winkler,county,"Winkler, Texas, US",,-103.0485163,31.85008651,48495
737,3,US,Kentucky,Bell,county,"Bell, Kentucky, US",,-83.67766671,36.73355174,21013
738,3,US,Florida,Indian River,county,"Indian River, Florida, US",,-80.60556721,27.69308961,12061
739,3,US,Virginia,Charlotte,county,"Charlotte, Virginia, US",,-78.66314092,37.01909701,51037
740,3,US,Virginia,Hampton,county,"Hampton, Virginia, US",,-76.35879121,37.03513786,51650
741,3,US,Arkansas,Ouachita,county,"Ouachita, Arkansas, US",,-92.87795984,33.58839816,5103
742,3,US,North Carolina,Polk,county,"Polk, North Carolina, US",,-82.16812354,35.27820615,37149
743,3,US,South Carolina,Newberry,county,"Newberry, South Carolina, US",,-81.59935761,34.28629098,45071
744,3,US,Minnesota,Le Sueur,county,"Le Sueur, Minnesota, US",,-93.72844721,44.37136597,27079
745,3,US,Nebraska,Burt,county,"Burt, Nebraska, US",,-96.32605633,41.85056773,31021
746,3,US,Texas,Brazos,county,"Brazos, Texas, US",,-96.30205577,30.6636448,48041
747,3,US,Montana,Broadwater,county,"Broadwater, Montana, US",,-111.4955813,46.33277565,30007
748,3,US,Nebraska,Dixon,county,"Dixon, Nebraska, US",,-96.86782408,42.49188363,31051
749,3,US,Georgia,Miller,county,"Miller, Georgia, US",,-84.73151117,31.16568912,13201
750,3,US,South Carolina,York,county,"York, South Carolina, US",,-81.18085944,34.97281497,45091
751,1,Cruise Ship,,,country,Cruise Ship,,,,
752,3,US,Mississippi,Sunflower,county,"Sunflower, Mississippi, US",,-90.58882684,33.60192578,28133
753,3,US,Texas,Lamb,county,"Lamb, Texas, US",,-102.3516289,34.06859623,48279
754,3,US,Florida,Santa Rosa,county,"Santa Rosa, Florida, US",,-87.02458128,30.6934145,12113
755,3,US,Tennessee,Hickman,county,"Hickman, Tennessee, US",,-87.47643507,35.80609681,47081
756,3,US,Montana,Missoula,county,"Missoula, Montana, US",,-113.9213508,47.03728583,30063
757,3,US,Arizona,Yuma,county,"Yuma, Arizona, US",,-113.9066674,32.76895712,4027
758,3,US,Tennessee,McMinn,county,"McMinn, Tennessee, US",,-84.61520715,35.42812616,47107
759,3,US,Montana,Deer Lodge,county,"Deer Lodge, Montana, US",,-113.073353,46.05953325,30023
760,3,US,Texas,Jack,county,"Jack, Texas, US",,-98.17283469,33.23377248,48237
761,1,Ghana,,,country,Ghana,,-1.0232,7.9465,
762,3,US,Louisiana,LaSalle,county,"LaSalle, Louisiana, US",,-92.15907765,31.67884782,22059
763,3,US,Indiana,Dubois,county,"Dubois, Indiana, US",,-86.8792417,38.36597551,18037
764,3,US,Minnesota,Scott,county,"Scott, Minnesota, US",,-93.53340251,44.6490231,27139
765,3,US,North Carolina,Carteret,county,"Carteret, North Carolina, US",,-76.54120135,34.8932941,37031
766,3,US,Missouri,Vernon,county,"Vernon, Missouri, US",,-94.34127305,37.8457799,29217
767,3,US,Alaska,Haines,county,"Haines, Alaska, US",,-135.4679843,59.09893571,2100
768,3,US,Georgia,Oconee,county,"Oconee, Georgia, US",,-83.43679568,33.83749973,13219
769,3,US,West Virginia,Harrison,county,"Harrison, West Virginia, US",,-80.37919577,39.2853852,54033
770,3,US,Kentucky,Jackson,county,"Jackson, Kentucky, US",,-83.99825483,37.41866422,21109
771,3,US,South Dakota,Fall River,county,"Fall River, South Dakota, US",,-103.5275691,43.23929297,46047
772,3,US,Missouri,Lewis,county,"Lewis, Missouri, US",,-91.72070156,40.09673161,29111
773,3,US,Georgia,Coweta,county,"Coweta, Georgia, US",,-84.76129976,33.35334302,13077
774,3,US,New York,Montgomery,county,"Montgomery, New York, US",,-74.44011632,42.90123494,36057
775,3,US,Arkansas,Van Buren,county,"Van Buren, Arkansas, US",,-92.51295036,35.58095779,5141
776,3,US,Nebraska,Richardson,county,"Richardson, Nebraska, US",,-95.71755036,40.1247415,31147
777,3,US,Florida,Orange,county,"Orange, Florida, US",,-81.31799498,28.51367621,12095
778,3,US,Iowa,Decatur,county,"Decatur, Iowa, US",,-93.78645949,40.73742757,19053
779,3,US,Washington,Douglas,county,"Douglas, Washington, US",,-119.692937,47.7361335,53017
780,3,US,Mississippi,Hinds,county,"Hinds, Mississippi, US",,-90.44435448,32.2656285,28049
781,3,US,Georgia,Pierce,county,"Pierce, Georgia, US",,-82.21598442,31.35928155,13229
782,3,US,Arkansas,Pike,county,"Pike, Arkansas, US",,-93.65789349,34.16250414,5109
783,3,US,North Carolina,Hertford,county,"Hertford, North Carolina, US",,-76.98104134,36.3607755,37091
784,3,US,Pennsylvania,Potter,county,"Potter, Pennsylvania, US",,-77.89559864,41.74471626,42105
785,3,US,Michigan,Luce,county,"Luce, Michigan, US",,-85.54471223,46.47227431,26095
786,2,Netherlands,Curacao,,province,"Curacao, Netherlands",,-68.99,12.1696,
787,3,US,Minnesota,Pope,county,"Pope, Minnesota, US",,-95.44451209,45.58606667,27121
788,3,US,Ohio,Carroll,county,"Carroll, Ohio, US",,-81.09178213,40.5789686,39019
789,3,US,Nebraska,Kimball,county,"Kimball, Nebraska, US",,-103.7148131,41.19774275,31105
790,3,US,Tennessee,Wayne,county,"Wayne, Tennessee, US",,-87.78644456,35.23868267,47181
791,3,US,Nevada,Esmeralda,county,"Esmeralda, Nevada, US",,-117.6319999,37.78436681,32009
792,3,US,Illinois,Jo Daviess,county,"Jo Daviess, Illinois, US",,-90.21094405,42.36542373,17085
793,3,US,Maryland,Talbot,county,"Talbot, Maryland, US",,-76.10882561,38.76618159,24041
794,3,US,West Virginia,Randolph,county,"Randolph, West Virginia, US",,-79.87919615,38.769899,54083
795,3,US,Illinois,Whiteside,county,"Whiteside, Illinois, US",,-89.91556058,41.75509713,17195
796,3,US,Tennessee,Carter,county,"Carter, Tennessee, US",,-82.12588974,36.28969086,47019
797,3,US,Pennsylvania,Crawford,county,"Crawford, Pennsylvania, US",,-80.10760592,41.68447709,42039
798,3,US,Michigan,Shiawassee,county,"Shiawassee, Michigan, US",,-84.14585902,42.953928,26155
799,3,US,Kansas,Elk,county,"Elk, Kansas, US",,-96.24369667,37.45338105,20049
800,3,US,North Carolina,Macon,county,"Macon, North Carolina, US",,-83.41696617,35.14867843,37113
801,3,US,Texas,Austin,county,"Austin, Texas, US",,-96.27736949,29.88548725,48015
802,3,US,Georgia,Catoosa,county,"Catoosa, Georgia, US",,-85.13757014,34.89872298,13047
803,3,US,Michigan,Mackinac,county,"Mackinac, Michigan, US",,-85.04980537,46.07028979,26097
804,3,US,Oklahoma,Grady,county,"Grady, Oklahoma, US",,-97.88339847,35.0167709,40051
805,1,El Salvador,,,country,El Salvador,,-88.8965,13.7942,
806,3,US,Kentucky,Anderson,county,"Anderson, Kentucky, US",,-84.99171713,38.00671029,21005
807,3,US,Alaska,Yukon-Koyukuk,county,"Yukon-Koyukuk, Alaska, US",,-151.3907387,65.50815459,2290
808,3,US,New York,Saratoga,county,"Saratoga, New York, US",,-73.86653895,43.10904162,36091
809,3,US,Colorado,Arapahoe,county,"Arapahoe, Colorado, US",,-104.3353617,39.64977461,8005
810,3,US,Arkansas,Fulton,county,"Fulton, Arkansas, US",,-91.81729127,36.38177105,5049
811,3,US,California,Unassigned,county,"Unassigned, California, US",,,,
812,3,US,Utah,Daggett,county,"Daggett, Utah, US",,-109.5121093,40.88798265,49009
813,3,US,Georgia,Banks,county,"Banks, Georgia, US",,-83.49644388,34.35607081,13011
814,3,US,Tennessee,Putnam,county,"Putnam, Tennessee, US",,-85.50646123,36.14005459,47141
815,2,China,Shanxi,,province,"Shanxi, China",,112.2922,37.5777,
816,1,Angola,,,country,Angola,,17.8739,-11.2027,
817,3,US,Nevada,Lander,county,"Lander, Nevada, US",,-117.0397075,39.9332233,32015
818,3,US,Nebraska,Webster,county,"Webster, Nebraska, US",,-98.50019851,40.17642643,31181
819,3,US,Montana,Lincoln,county,"Lincoln, Montana, US",,-115.4046155,48.54265777,30053
820,3,US,Louisiana,Iberville,county,"Iberville, Louisiana, US",,-91.3499598,30.25734305,22047
821,3,US,Michigan,Ontonagon,county,"Ontonagon, Michigan, US",,-89.31390481,46.6652262,26131
822,3,US,West Virginia,Braxton,county,"Braxton, West Virginia, US",,-80.72011184,38.70036159,54007
823,3,US,Mississippi,Yazoo,county,"Yazoo, Mississippi, US",,-90.39656148,32.77890365,28163
824,3,US,Georgia,Madison,county,"Madison, Georgia, US",,-83.21218732,34.12920917,13195
825,3,US,Tennessee,Union,county,"Union, Tennessee, US",,-83.83651902,36.28590426,47173
826,3,US,Illinois,Hancock,county,"Hancock, Illinois, US",,-91.16313899,40.40423981,17067
827,3,US,Florida,Monroe,county,"Monroe, Florida, US",,-81.07812416,25.20904673,12087
828,3,US,Michigan,Gladwin,county,"Gladwin, Michigan, US",,-84.38774817,43.98901072,26051
829,3,US,Kentucky,Metcalfe,county,"Metcalfe, Kentucky, US",,-85.63123699,36.99459295,21169
830,3,US,Indiana,LaGrange,county,"LaGrange, Indiana, US",,-85.42674232,41.64232188,18087
831,3,US,Colorado,Prowers,county,"Prowers, Colorado, US",,-102.3926052,37.95544985,8099
832,3,US,North Carolina,McDowell,county,"McDowell, North Carolina, US",,-82.0482425,35.67736232,37111
833,3,US,Texas,Lubbock,county,"Lubbock, Texas, US",,-101.8204789,33.61008596,48303
834,3,US,Kansas,Geary,county,"Geary, Kansas, US",,-96.7577178,38.99871131,20061
835,3,US,Kentucky,Hancock,county,"Hancock, Kentucky, US",,-86.78280584,37.83766422,21091
836,3,US,Alaska,Hoonah-Angoon,county,"Hoonah-Angoon, Alaska, US",,-135.6424424,58.29307365,2105
837,3,US,Missouri,Warren,county,"Warren, Missouri, US",,-91.16124662,38.76529479,29219
838,3,US,Tennessee,Perry,county,"Perry, Tennessee, US",,-87.86139634,35.63708728,47135
839,3,US,Virginia,Virginia Beach,county,"Virginia Beach, Virginia, US",,-76.04566934,36.73285734,51810
840,3,US,North Carolina,Camden,county,"Camden, North Carolina, US",,-76.15568396,36.33804939,37029
841,3,US,Arkansas,Independence,county,"Independence, Arkansas, US",,-91.57001641,35.74242707,5063
842,3,US,Arkansas,Izard,county,"Izard, Arkansas, US",,-91.90847954,36.09604046,5065
843,3,US,South Carolina,Colleton,county,"Colleton, South Carolina, US",,-80.67641292,32.87582989,45029
844,3,US,Arkansas,White,county,"White, Arkansas, US",,-91.74908296,35.25688493,5145
845,3,US,South Dakota,Edmunds,county,"Edmunds, South Dakota, US",,-99.21545423,45.41846445,46045
846,3,US,Kentucky,Adair,county,"Adair, Kentucky, US",,-85.28129668,37.10459774,21001
847,3,US,Arkansas,Newton,county,"Newton, Arkansas, US",,-93.21612969,35.91947491,5101
848,3,US,Georgia,Paulding,county,"Paulding, Georgia, US",,-84.86848792,33.91969522,13223
849,3,US,Indiana,Marion,county,"Marion, Indiana, US",,-86.13826325,39.78163624,18097
850,3,US,Texas,Hardin,county,"Hardin, Texas, US",,-94.38931817,30.33364686,48199
851,2,China,Shaanxi,,province,"Shaanxi, China",,108.8701,35.1917,
852,3,US,South Dakota,Miner,county,"Miner, South Dakota, US",,-97.60992207,44.02197882,46097
853,3,US,Louisiana,Morehouse,county,"Morehouse, Louisiana, US",,-91.80421614,32.81686191,22067
854,3,US,Oklahoma,Grant,county,"Grant, Oklahoma, US",,-97.78638765,36.796297,40053
855,3,US,Oklahoma,Pushmataha,county,"Pushmataha, Oklahoma, US",,-95.37603505,34.41635232,40127
856,3,US,Vermont,Essex,county,"Essex, Vermont, US",,-71.73579864,44.72736416,50009
857,3,US,Illinois,Alexander,county,"Alexander, Illinois, US",,-89.32910838,37.18049267,17003
858,3,US,Indiana,Posey,county,"Posey, Indiana, US",,-87.86480429,38.02097333,18129
859,1,Papua New Guinea,,,country,Papua New Guinea,,143.9555,-6.315,
860,3,US,Kentucky,Pulaski,county,"Pulaski, Kentucky, US",,-84.57629079,37.10466131,21199
861,3,US,Arkansas,Woodruff,county,"Woodruff, Arkansas, US",,-91.2439489,35.18902527,5147
862,3,US,Kentucky,Morgan,county,"Morgan, Kentucky, US",,-83.25558245,37.92465657,21175
863,3,US,North Dakota,Emmons,county,"Emmons, North Dakota, US",,-100.2389766,46.28398398,38029
864,3,US,South Dakota,Hamlin,county,"Hamlin, South Dakota, US",,-97.18829593,44.67385954,46057
865,3,US,Alabama,Russell,county,"Russell, Alabama, US",,-85.18415324,32.28725256,1113
866,3,US,Ohio,Delaware,county,"Delaware, Ohio, US",,-83.00457058,40.27942393,39041
867,3,US,Georgia,Muscogee,county,"Muscogee, Georgia, US",,-84.87142262,32.50931999,13215
868,1,Chile,,,country,Chile,,-71.543,-35.6751,
869,3,US,North Carolina,Hyde,county,"Hyde, North Carolina, US",,-76.15180542,35.42017674,37095
870,3,US,Tennessee,Sevier,county,"Sevier, Tennessee, US",,-83.52244332,35.78077323,47155
871,3,US,Georgia,Wilkes,county,"Wilkes, Georgia, US",,-82.74286107,33.78290391,13317
872,3,US,Kansas,Saline,county,"Saline, Kansas, US",,-97.65185177,38.78369175,20169
873,3,US,Missouri,Henry,county,"Henry, Missouri, US",,-93.79293734,38.38482826,29083
874,3,US,North Dakota,Burleigh,county,"Burleigh, North Dakota, US",,-100.4645214,46.97847375,38015
875,3,US,Michigan,Mecosta,county,"Mecosta, Michigan, US",,-85.32463223,43.64064262,26107
876,3,US,Kansas,Franklin,county,"Franklin, Kansas, US",,-95.28644341,38.56443815,20059
877,3,US,Minnesota,Benton,county,"Benton, Minnesota, US",,-93.99514135,45.69804958,27009
878,3,US,Kansas,Pratt,county,"Pratt, Kansas, US",,-98.73922153,37.64780729,20151
879,1,Saint Vincent and the Grenadines,,,country,Saint Vincent and the Grenadines,,-61.2872,12.9843,
880,3,US,Texas,Callahan,county,"Callahan, Texas, US",,-99.37326312,32.29760619,48059
881,3,US,Florida,Nassau,county,"Nassau, Florida, US",,-81.80297522,30.61037141,12089
882,3,US,Missouri,Maries,county,"Maries, Missouri, US",,-91.92249662,38.16193985,29125
883,3,US,Maine,Lincoln,county,"Lincoln, Maine, US",,-69.54227124,44.05996956,23015
884,3,US,Mississippi,Rankin,county,"Rankin, Mississippi, US",,-89.94537876,32.26469147,28121
885,3,US,Michigan,Wayne,county,"Wayne, Michigan, US",,-83.281255,42.28098405,26163
886,3,US,Florida,St. Lucie,county,"St. Lucie, Florida, US",,-80.47106649,27.37763908,12111
887,3,US,Texas,Baylor,county,"Baylor, Texas, US",,-99.21352901,33.61640794,48023
888,3,US,Florida,Baker,county,"Baker, Florida, US",,-82.28467476,30.33060121,12003
889,1,Lithuania,,,country,Lithuania,,23.8813,55.1694,
890,3,US,California,Sonoma,county,"Sonoma, California, US",,-122.8862506,38.52746429,6097
891,3,US,Nebraska,Thomas,county,"Thomas, Nebraska, US",,-100.5556632,41.91358968,31171
892,3,US,Iowa,Plymouth,county,"Plymouth, Iowa, US",,-96.21366621,42.737633,19149
893,3,US,Kentucky,Clark,county,"Clark, Kentucky, US",,-84.14615986,37.9689263,21049
894,3,US,Texas,McLennan,county,"McLennan, Texas, US",,-97.20217694,31.55255453,48309
895,3,US,Georgia,Columbia,county,"Columbia, Georgia, US",,-82.263524,33.54534185,13073
896,3,US,Wisconsin,Barron,county,"Barron, Wisconsin, US",,-91.84833627,45.42372701,55005
897,3,US,Oregon,Columbia,county,"Columbia, Oregon, US",,-123.0890898,45.94464254,41009
898,1,Guinea,,,country,Guinea,,-9.6966,9.9456,
899,3,US,Mississippi,Lincoln,county,"Lincoln, Mississippi, US",,-90.45391915,31.53288662,28085
900,3,US,Oklahoma,Atoka,county,"Atoka, Oklahoma, US",,-96.03802487,34.37366573,40005
901,3,US,North Carolina,Avery,county,"Avery, North Carolina, US",,-81.92308483,36.07569796,37011
902,3,US,Kansas,Gove,county,"Gove, Kansas, US",,-100.4829321,38.91588178,20063
903,3,US,Tennessee,Warren,county,"Warren, Tennessee, US",,-85.77969117,35.6728299,47177
904,3,US,North Dakota,Grant,county,"Grant, North Dakota, US",,-101.6390013,46.35821257,38037
905,3,US,Wyoming,Goshen,county,"Goshen, Wyoming, US",,-104.3534743,42.08798185,56015
906,3,US,Oregon,Lake,county,"Lake, Oregon, US",,-120.3850163,42.79246693,41037
907,3,US,Ohio,Scioto,county,"Scioto, Ohio, US",,-82.98907345,38.80270163,39145
908,3,US,Ohio,Greene,county,"Greene, Ohio, US",,-83.89032084,39.69116283,39057
909,1,Botswana,,,country,Botswana,,24.6849,-22.3285,
910,2,United Kingdom,Bermuda,,province,"Bermuda, United Kingdom",,-64.7505,32.3078,
911,3,US,Illinois,Moultrie,county,"Moultrie, Illinois, US",,-88.62099969,39.64187451,17139
912,3,US,New Mexico,Los Alamos,county,"Los Alamos, New Mexico, US",,-106.3134985,35.86631386,35028
913,3,US,North Carolina,Unassigned,county,"Unassigned, North Carolina, US",,,,
914,3,US,Texas,Cherokee,county,"Cherokee, Texas, US",,-95.16559897,31.837258,48073
915,3,US,Indiana,Sullivan,county,"Sullivan, Indiana, US",,-87.41414469,39.08952258,18153
916,3,US,Illinois,Williamson,county,"Williamson, Illinois, US",,-88.92994027,37.73033511,17199
917,3,US,Kansas,Pawnee,county,"Pawnee, Kansas, US",,-99.23692334,38.18108732,20145
918,3,US,South Carolina,Saluda,county,"Saluda, South Carolina, US",,-81.72713237,34.00795823,45081
919,3,US,Arkansas,Sebastian,county,"Sebastian, Arkansas, US",,-94.27162713,35.19605503,5131
920,3,US,Minnesota,Chisago,county,"Chisago, Minnesota, US",,-92.90861945,45.5021011,27025
921,1,Uruguay,,,country,Uruguay,,-55.7658,-32.5228,
922,3,US,Louisiana,Beauregard,county,"Beauregard, Louisiana, US",,-93.34173616,30.64836518,22011
923,3,US,Mississippi,Simpson,county,"Simpson, Mississippi, US",,-89.91716179,31.91282117,28127
924,3,US,Virginia,Hanover,county,"Hanover, Virginia, US",,-77.49464673,37.7583355,51085
925,3,US,Tennessee,Cumberland,county,"Cumberland, Tennessee, US",,-84.99840585,35.95271721,47035
926,3,US,Texas,Comal,county,"Comal, Texas, US",,-98.27647225,29.80811278,48091
